,NN,RF,NB,KNN,LR,DT
0,0.7143818048100088,0.7022312273911734,0.6071446317611808,0.6820995770288557,0.7102772005295286,0.6768152307307151
1,0.8183240911811218,0.7618892122316059,0.6467853345594956,0.7435190840238218,0.764809864632722,0.7750762282215242
2,0.7895101558035741,0.7286423414361913,0.547272048304618,0.7678707513561651,0.6889705061911494,0.7366380786483473
3,0.8057480934067718,0.7462202228628494,0.7123974797796772,0.7267496906979183,0.7284518676090967,0.7575245225658789
4,0.8784342716805403,0.8575584094169899,0.7494379916782886,0.7977760520431051,0.817529807380169,0.8279908334182928
5,0.7601860453257626,0.6917212234625966,0.5830819377728939,0.6616632692663825,0.7200846376425808,0.6494605524094196
6,0.6652888772800339,0.6601031619590525,0.46349413632688236,0.6429562500303476,0.6553199898117448,0.660102464334156
